sentence	BitsPerSample	durationMsec	speaker_gender	mother_tongue	audio
kwakaceede biyo mwezi omwe kuti atumbuke kwategwa wakafwa nkaambo kakuti moyo wakayaswa cindi zigwebenga 	16	13022	Male	toi	220907-201714_toi_97d_elicit_26.wav
mwana musankwa ulabalika mucizyiba cameenda anze 	16	4560	Female	toi	221212-125046_toi_b9a_elicit_27.wav
wakazwa anze kumulyango wakajala mucibuye kunyina wakaliko haamwaandwe kabotu kabotu mbuli mangoye 	16	16221	Male	toi	220912-165131_toi_97d_elicit_15.wav
ameno aakwe ayootuba buu amalili zebuloni uyookala kunkomwe yalwizi uyooba inkomwe yamaato 	16	11434	Female	toi	221230-145947_toi_b9a_elicit_33.wav
mulombwana ulakwenda mubbuwa kakuli kuli bantu balindila mota musyule lyakwe 	16	7101	Female	toi	221210-150640_toi_b9a_elicit_25.wav
mubwa uutuba wasotoka mujulu kusoleka kujata bbola isubila 	16	5898	Female	toi	221205-213559_toi_b9a_elicit_14.wav
muntu ulazyana ambwe mpati munsi munsi abusena bujisi zisamu 	16	4787	Female	toi	221212-120347_toi_b9a_elicit_8.wav
amutume umwi wanu kuti akete mwanike wanu pele nywebo mulaangwa 	16	6783	Female	toi	221230-203112_toi_b9a_elicit_28.wav
alimwi mwalanga basimbi amatanga abantu mwauwika 	16	3267	Male	toi	220829-113431_toi_0ae_elicit_45.wav
mumeso aako utaindilili kuzwa kumulanda wako kuletwe twaanzi mukasambe kuma ulu 	16	11502	Female	toi	220927-213329_toi_97d_elicit_0.wav
tuli babunyina bali ikumi ababili bana bamuntu omwe umwi taciwo amuniini wasyaala kuliwiseesu munyika ya kanana 	16	10005	Female	toi	221230-203112_toi_b9a_elicit_48.wav
aabili amyaka iili musanu aibili elyo wakafwa 	16	6897	Female	toi	220904-182522_toi_0ae_elicit_5.wav
mpawo juda wakaswena afwaafwi kulinguwe wati wence simalelaangu ndemulanda wako nyambe ijwi mumatwi aasimalelaangu 	16	12069	Female	toi	221230-161409_toi_b9a_elicit_20.wav
nindamwaambila wakavwila caalama ajwi litete alimwi ndimuzyibizyizye limwi kufwumbwa nomwaamba nzyomutiambe anguwe 	16	12342	Female	toi	221228-100948_toi_b9a_elicit_23.wav
bona myaka iili makumi obile ndakakala kulinduwe imbelele zyako ampongo zyako tazikwe nizyakasowa 	16	14860	Male	toi	221011-123458_toi_308_elicit_14.wav
wapiluka kubeenzinyina wati mwana taciwo lino mebo njiinke kuli 	16	6783	Male	toi	221011-170850_toi_308_elicit_34.wav
mulombwana uutasamide sikipa pepe kasamide bulukwe busiya ulasobana acisobanyo camavwili 	16	7917	Female	toi	221212-094543_toi_b9a_elicit_1.wav
mupati wamapulisa wakajana mubelesi wa haatimba ulaangilidwe amupando mung anda yakwe 	16	11502	Male	toi	220907-201714_toi_97d_elicit_6.wav
pe basa kamuya biyo munywe nkanywe cibwantu biya 	16	3289	Male	toi	220825-174423_toi_0ae_elicit_28.wav
mwaalumi ufwugeme ansi kubeleka mulimo mupati kali biyo alikke 	16	5490	Female	toi	221230-123721_toi_b9a_elicit_15.wav
bana bobilo baimikila a tefule kabalanga ca kulya ca bikwa 	16	4696	Female	toi	221210-172122_toi_b9a_elicit_49.wav
ndime wanu sikwaazwa haamwaandwe mbwaakamanina biyo kulemba wakamvwa ukonkomona acijazyo 	16	13385	Male	toi	220912-174208_toi_97d_elicit_26.wav
uyooenda abula bwako abulongo buyooba zilyo zyako mazuba oonse aabuponi bwako 	16	7600	Female	toi	221228-194723_toi_b9a_elicit_5.wav
muntu uucenjede ulacita caluzibo pele mufubafuba ulamwayaula kupilingana kwakwe 	16	9165	Female	toi	221213-153046_toi_b9a_elicit_40.wav
mpawo jakobo wakaambila simeoni a levi kuti mwandifwabya nkaambo mwandinunsya akati kabantu bakede munyika ba kanana aba perizi mebo tuli bace buyo 	16	20849	Male	toi	221011-160540_toi_308_elicit_48.wav
kumyaka iili myanda iili musanu aitatu alimwi wakazyala bana balombe abasimbi 	16	7781	Female	toi	221228-200327_toi_b9a_elicit_11.wav
wakapandulula kumapulisa mbuli bantu aba mbobakabambidwe anzyobakasamide 	16	7418	Male	toi	220907-201714_toi_97d_elicit_19.wav
mukwasyi utamba kana kasimbi kafwulida ma nkendulu akkekke lyakwe lya buzuba bwakazyalwa 	16	10277	Female	toi	221213-093545_toi_b9a_elicit_24.wav
ndiyanda kukujaya nkaambo kakunyonganya kumisya akujaya caalama 	16	10005	Male	toi	220912-160501_toi_97d_elicit_6.wav
musankwa mukubusyi ulaa masusu malemu asubila wabikka mulongo wamabbola aakwe ali fwuka atabule lisobaninwa cisobano ca pool 	16	11048	Female	toi	221205-164321_toi_b9a_elicit_16.wav
imane yakamwaambila kuti lyoonse amana biyo mapopwe inga koboola mpamunya ano unakundijana 	16	6942	Male	toi	220829-121443_toi_0ae_elicit_18.wav
nyika yoonse ya egepita ili kunembo lyako kazika uso abakulana bako mububotu bwanyika bakale munyika ya goseni 	16	12047	Female	toi	221230-160247_toi_b9a_elicit_48.wav
simweembela ng ombe ulijisilidi mbuli bbiza iitatambisidwe mboisoleka kumusowela ansi kumwi bantu kabalangilizya 	16	10821	Female	toi	221207-144416_toi_b9a_elicit_0.wav
uuyandisya misobano uyooba mucete uuyandisya waini amafuta takooyooba muvubi pe 	16	8870	Female	toi	221214-084847_toi_b9a_elicit_21.wav
elyo izaka wakazanga wafwa wainka kulibasinsiku bakwe naakacembaala bucembele buzwide nkabela esau a jakobo bana bakwe bakamuzika 	16	20781	Male	toi	221011-163041_toi_308_elicit_34.wav
tanaakali kumusabila mukubala kwakwe taku naakali kukanana kuli nguwe 	16	7260	Female	toi	221228-180049_toi_b9a_elicit_26.wav
wakamvwa mbokabelesegwa kaambyo aka 	16	2291	Male	toi	220829-115108_toi_0ae_elicit_3.wav
ono kuti koyile kubbulyaika olike mumigwagwa mipati cindi camasiku bumwi buzuba mbotakwe coolwe uya kuyaanya nkamu yamasoosi bakakujaye akukutolela zyoonse nayojisi 	16	12909	Male	toi	220825-172540_toi_0ae_elicit_32.wav
bamaalumi bobilo bajika cimwi cintu amulilo mukagabba musyokwe 	16	7623	Female	toi	221205-153008_toi_b9a_elicit_24.wav
limwi umwi wamuli ndinywe wakopwa kaindi ulizyi avebo kuti kuli bamwi 	16	6465	Male	toi	220829-113431_toi_0ae_elicit_47.wav
mbombuboobo mbokabelesegwa kaambyo aka 	16	2336	Male	toi	220829-123454_toi_0ae_elicit_33.wav
mwaalumi uusamide cisani camubala wacikambwe wa mungunga waji alimwi akasoti kakudwaya ka nyanzabili uusamide magilazi mapati alimwi uladwaya 	16	11071	Female	toi	221212-132756_toi_b9a_elicit_16.wav
kana kasimbi kalazekaula aa mesulu yamungunga waji uulisamide a lutambo lwamu zyuuno zyamumoota 	16	9687	Female	toi	221212-123117_toi_b9a_elicit_15.wav
wakabweza cifwanikiso akucimatika kukkabati amane wakasosoloka waakuyaama kubwaanda akutondezya 	16	14724	Male	toi	220907-201714_toi_97d_elicit_45.wav
lino kakuli inzala muzisi zyoonse pele munyika yoonse ya egepita kakuli zilyo 	16	5331	Female	toi	221230-203112_toi_b9a_elicit_5.wav
musankwa usamide cibbudula cacikambwe ulasotooka sotooka abulo 	16	5104	Female	toi	221230-120719_toi_b9a_elicit_45.wav
makani manji manji akakakananwa pele kwakalangika kuti nondo tanaakali kuteelela caka iikwaambwa 	16	7917	Female	toi	220906-211510_toi_707_elicit_11.wav
bana botatwe basamide mayunifoomu abasikusobana cisobano cabbola balundukila bbola yamabala aacikambwe acisikili 	16	8757	Female	toi	221212-131327_toi_b9a_elicit_1.wav
syacaaba ulajana coolwe nkaambo ulaabana zilyo zyakwe abatengwana 	16	10073	Male	toi	220916-174104_toi_97d_elicit_19.wav
zyabantu aba mbendakaya abo nkokuti aneri a esikoli a mamre batole zyaabilo zyabo 	16	12954	Female	toi	220927-204620_toi_97d_elicit_39.wav
musankwa uudukumene alimwi katambaika maanza ulimukati mwa hwili 	16	7464	Female	toi	221210-184158_toi_b9a_elicit_15.wav
sikudwaya wajata mayuwe amulwizyi alimwi usola kulidonsa 	16	5490	Female	toi	221212-151620_toi_b9a_elicit_9.wav
sikwiimba musankwa uujisi masusu malanfwu ulasobana a piyano 	16	5762	Female	toi	221213-083400_toi_b9a_elicit_10.wav
lino kwakaba inzala munyika nkukuti inzala imbi iteensi intaanzi yamumazuba aa abrahamu nkabela izaka wakainka kuli abimeleki mwami waba filisti ku gerari 	16	14701	Female	toi	221230-114451_toi_b9a_elicit_4.wav
chifotolo chamunsi chitondezya mwalumi ujisi susu lilamfu ulakuma banjo lya magesi lisalala 	16	8643	Female	toi	221207-211353_toi_b9a_elicit_13.wav
nkaabona kaligwa ulabona kamwi walya kamwi nkuvwunga mumulembo nkutolela bana kunanda 	16	7623	Male	toi	220824-212101_toi_0ae_elicit_32.wav
nkabela bantu ibakali kumulyango wang anda baniini abapati boonse buyo 	16	7554	Female	toi	220929-200958_toi_97d_elicit_16.wav
mubwa uusiya amubwa wamungungawaji baleenda mubwizu 	16	4469	Female	toi	221213-093545_toi_b9a_elicit_10.wav
na cisi cabisya cilijisi beendelezi banji pele mumaanza aabantu basongo abasiluzibo cilakalilila 	16	9664	Female	toi	221214-095919_toi_b9a_elicit_33.wav
pele twakaamwaambila kuti ne tuli bantu baluleme tatuli basimutambatamba pe 	16	8326	Female	toi	221230-203112_toi_b9a_elicit_47.wav
inzila yabasizibi ili mbuli mudima uusia mbi tabezi kuli butezi mwanaangu swiilila majwi aangu 	16	11434	Female	toi	221213-115557_toi_b9a_elicit_14.wav
mpoonya waya utuntaila biya kuya kumunzi 	16	2767	Male	toi	220829-121443_toi_0ae_elicit_41.wav
haamwaandwe wakanjizya mootokala wakwe mulukwakwa iwang anda yokwa lwando akuya kuuimika munsi munsi 	16	12568	Male	toi	220907-203915_toi_97d_elicit_2.wav
kuciindi cakusekelela bantu bajisi zyizo zyikozyenye boonana mucisi ca asia bamwi bantu balajatilila dembela mujulu kutondezya lugwasyilizyo kuli mbabo 	16	12614	Female	toi	221230-132542_toi_b9a_elicit_10.wav
mudala uusamide nzyeete yabasing ombe alimwi abulukwe bwa jiini bwacikambwe utandaanya mbelele amwana kulubazu lumwi 	16	9483	Female	toi	221213-091726_toi_b9a_elicit_14.wav
pele webo wakaamba kuti ncobeni njookubamba kabotu akuvuzya lunyungu lwako lube 	16	9075	Male	toi	221011-153723_toi_308_elicit_10.wav
kumwi kalijatilila mumatwi akaambo kakucisa nkombo wakamukwasula iwakunze mweenzinyina 	16	9097	Female	toi	221228-175149_toi_b9a_elicit_44.wav
meso pyu aajisi amendeenda mbuli kuti ulaa mpyoto eyi nimfwuti lwando wakaamba haamwaandwe katondekede 	16	21462	Male	toi	220912-160501_toi_97d_elicit_25.wav
caalama wakalijata amane waakweeta nkomek wakamutilila buniini butavwuli nkomeki amane wamupa 	16	10277	Female	toi	221228-181007_toi_b9a_elicit_4.wav
bakajana yoonse nongo vacibwantu ivwunteme biyo musozya oonse wakalaa ciko tila lya 	16	5785	Male	toi	220825-174423_toi_0ae_elicit_36.wav
kantini kajisi milyango yobile ibileka alimwi kenzyo kabalema kayamikidwe a tefule 	16	10073	Female	toi	221207-181110_toi_b9a_elicit_19.wav
mufwambaane biyo taata buzuba bomwe tabubozyi uya kwi ya juunza taata langa ndapenga biya 	16	8280	Female	toi	221203-121206_toi_ee8_elicit_43.wav
basimbi bobilo bala kukkilina ma gilazi a mpulungwido zya kumanjililo mukaintu omwe kambala ambabo 	16	10527	Female	toi	221210-150640_toi_b9a_elicit_19.wav
imbono zitamani abululami micelo yangu mibotu kwiinda ingolida ingolida iisalala ncendenga ncibotu kwiinda insiliva loko 	16	12364	Female	toi	221213-132311_toi_b9a_elicit_10.wav
elyo leza wakabbanuna meso aakwe nkabela wakabona cikala camaanzi wainka wazuzya 	16	9823	Female	toi	220929-204510_toi_97d_elicit_24.wav
mwaalumi ooyu uuli kusyule utamba sikusobana cisobanyo camavwili uusotooka 	16	6602	Female	toi	221212-125046_toi_b9a_elicit_13.wav
kuti maanzi atalika kuceya ansi lino wakalindila alimwi mazuba aali musanu aabili 	16	9891	Female	toi	220904-185526_toi_0ae_elicit_5.wav
esau wasika kukoka lyomwe akulilwisya ikoka lisyeede liyoofutuka 	16	10300	Male	toi	221011-153723_toi_308_elicit_3.wav
eezi zifwanikiso zyakalikutondezya caano camwana musankwa wakaba simweenzya ndeke 	16	8349	Female	toi	220906-213431_toi_707_elicit_39.wav
tacili cibotu kubula luzibo muntu uufwambaana kweenda ulapambuka munzila zyakwe 	16	7872	Female	toi	221214-082558_toi_b9a_elicit_1.wav
ndakayinda chimfwanikiso chamusimbi ujisi masusu malanfu asiiya kumwi katolede kwaanza komwe muluwo 	16	9483	Female	toi	221207-211353_toi_b9a_elicit_49.wav
mubwa mupati usiya siya ulakusola kujata kabwa kashonto musule 	16	5376	Female	toi	221210-183518_toi_b9a_elicit_17.wav
muntu uuleya munzi la yabusongo uyoolyokezya akati kabafu 	16	7191	Female	toi	221214-103945_toi_b9a_elicit_8.wav
bulukwe buboneka mbuli delesi alimwi atai ulimwi munsi munsi abulo buyalidwe kabotu mu luumu iisalala 	16	9982	Female	toi	221213-083947_toi_b9a_elicit_25.wav
pele impindu yasizibi njiibusya bubi uubika moyo wakwe kululayo uli munzila yabuumi 	16	9869	Female	toi	221213-134611_toi_b9a_elicit_2.wav
kabaunga kabantu balakula zintu ku musika wa ci asian wa munzila 	16	6352	Female	toi	221210-165135_toi_b9a_elicit_7.wav
basimbi bategwa roller derby balindila cimbi cakucita 	16	5127	Female	toi	221230-120719_toi_b9a_elicit_44.wav
bweeda kunyika yako akumukowa wako nkabela njookubamba kabotu 	16	5445	Male	toi	221011-153723_toi_308_elicit_5.wav
naa ndilazumina naa ndilakaka aku akutyani wakabuzya caalama 	16	6261	Female	toi	221228-181007_toi_b9a_elicit_37.wav
langa mvula ilaatwaafwi tuya kubula ncotulimya nkaambo basune balibulilenye 	16	6239	Female	toi	221203-121206_toi_ee8_elicit_36.wav
lino nyika yakabija kumeso aa leza alimwi nyika yakazula luuni lino leza wakabona 	16	9075	Female	toi	220904-182522_toi_0ae_elicit_20.wav
bakaintu bakwe baitilwa bulwazi bwamuzyukulu wabo 	16	3743	Male	toi	220825-174423_toi_0ae_elicit_32.wav
inzila mu dolopo a mota ainvwi munsi munsi a bantu kabenda a kuswagana a ciyake cimwi 	16	8122	Female	toi	221210-175557_toi_b9a_elicit_2.wav
mbuli musenga wakunkomwe yalwizi uutabaliki nkaambo kakuvula kwawo 	16	7033	Male	toi	221011-153723_toi_308_elicit_11.wav
sena ncibotu omweenzu mboounkila kumasaa bantu 	16	2972	Male	toi	220829-204606_toi_0ae_elicit_4.wav
natana yuula moyo tuukali 	16	2745	Female	toi	221203-160114_toi_ee8_elicit_5.wav
mwalumi usamide cisani ca sikkaka ulakuma banjo a kwimba 	16	5966	Female	toi	221210-173747_toi_b9a_elicit_10.wav
mubwa uusiya siya alimwi amubwa uutuba basamide tubbandaani tusiya siya atusiya balabalika cakufwaambana 	16	10617	Female	toi	221212-094543_toi_b9a_elicit_26.wav
imusankwa mukubusyi ulifwugeme kumbele a goolo lyacisobano ca hockey kumwi kajisi a kasamu kacisobano eeci 	16	8757	Female	toi	221230-132542_toi_b9a_elicit_15.wav
nkabela kauli mudima atala lyamaanzi malamfu alakwe muuya wa leza wakali kukumba kumba atala lyamaanzi 	16	11184	Female	toi	221228-191455_toi_b9a_elicit_9.wav
na wamuuma amusako ulavuna buumi bwakwe kulufu mwanaangu na moyo wako uli abusongo 	16	13317	Male	toi	220916-174104_toi_97d_elicit_45.wav
mwaalumi uusamide sikipa iituba uleenda mubwizu bulanfwu kajisi akasamu 	16	5376	Female	toi	221212-125952_toi_b9a_elicit_23.wav
milomo yamufubafuba ilaleta inkondo mulomo wakwe ulaita mibunda 	16	6443	Female	toi	221214-081355_toi_b9a_elicit_31.wav
lyoonse ndakali yoowede kuti inga koyakuba aamizeezo mibi iili mbuli bwayeeyo 	16	7260	Female	toi	221228-095833_toi_b9a_elicit_10.wav
nkabela bantu mbaakali abo ambelele ang ombe ankamele zyoonse wakababamba mumakoka obile 	16	11275	Male	toi	221011-153723_toi_308_elicit_2.wav
kana ka simbi kasamide cisani ca nkwiki nkwiki kalakwenda kumbele a mwalumi a mukaintu a mbalai a dambwa lya manzi 	16	9914	Female	toi	221210-174315_toi_b9a_elicit_20.wav
mpawo rubeni naakaboola kudindi akujana kuti josefa tacimo wakadeluula zyakusama zyakwe 	16	9460	Male	toi	221011-170850_toi_308_elicit_33.wav
elyo jakobo wakamyonta rakele wakwiila ajwi lyakwe walila nkabela jakobo wakalwiida 	16	9959	Female	toi	221229-142606_toi_b9a_elicit_16.wav
bumwi buzuba cifumofumo jumbabula wakati 	16	3607	Female	toi	221204-154324_toi_ee8_elicit_13.wav
musimbi uusamide sikipa isiya ujsisi cilyo ca pizza muncikini 	16	6080	Female	toi	221207-143547_toi_b9a_elicit_18.wav
abamanyina tababalongezyi pe bantu bamwi nkobali basalala mumeso aabo beni 	16	12296	Male	toi	220916-171743_toi_97d_elicit_10.wav
banabukwetene batonta chuno cha mawilo kwinda a bilichi lya zisamu mponya babwa batandanya 	16	8825	Female	toi	221210-142024_toi_b9a_elicit_34.wav
like kaamulya kalonga 	16	1724	Male	toi	220825-172540_toi_0ae_elicit_24.wav
muntu mutengwana uuenda cakululama mubotu kwiinda muntu uupilingene kukwaamba mufubafuba 	16	7917	Female	toi	221214-082558_toi_b9a_elicit_0.wav
bana basimbi bobilo balaa masusu mabotu basamide zyipoompo balikkede amoota wamubala uusubila uutegwa atv 	16	9120	Female	toi	221205-212020_toi_b9a_elicit_22.wav
walyaanga akatambo kasalala pyu wati ngooyu mutaanzi kuzyalwa 	16	9392	Male	toi	221011-174142_toi_308_elicit_30.wav
uli mbuli uujata mubwa kumatwi uuinda mbuli sicinsondo uuwaala waala zisisi amivwi alufu 	16	16403	Male	toi	220912-191425_toi_97d_elicit_11.wav
ndasyoma waakabala kale kaya kabbuku kategwa 	16	2881	Male	toi	220829-123454_toi_0ae_elicit_8.wav
mwana musimbi alimwi amusankwa waku asia balabalika kumbele kwa kkamela mumalubazu aindene kuli bantu bambi 	16	9664	Female	toi	221213-095629_toi_b9a_elicit_12.wav
mukuwa wakati ncibotu kamuya pesi mukaboole mbubwena mbomwaa mba munsondo 	16	7191	Female	toi	221203-160114_toi_ee8_elicit_27.wav
muntu ulatembaulwa mbubonya mbuli busongo bwakwe pele bapilingene myoyo balasampaulwa 	16	11910	Female	toi	221213-151941_toi_b9a_elicit_3.wav
sikubamba lubulo ulabeleka kumwi kasamide zyisani zyakulikwalizya 	16	8394	Female	toi	221205-142705_toi_b9a_elicit_15.wav
antoomwe amwanaangu izaka lino makani akabija loko mumeso aa abrahamu nkaambo 	16	10504	Female	toi	220929-204510_toi_97d_elicit_9.wav
wakalimvwa kuti nguzu ziya bumana wakalibona bbodela lyakajisi bukoko 	16	5762	Female	toi	221228-180049_toi_b9a_elicit_6.wav
ulelede mwana ujisi peni mumanza kazingaila a cibbokisi zyonse zyobilo zisitilidwe a pulanga 	16	11048	Female	toi	221210-181328_toi_b9a_elicit_17.wav
mwana musyoonto wanyamuna maboko aakwe kumwi mwana umbi kakkede abwizu kulangilizya 	16	8575	Female	toi	221205-215917_toi_b9a_elicit_22.wav
nkwali musankwa uundibelekela kuteelela wakavwiila haamwaandwe ulamujala akatala 	16	9052	Female	toi	221228-102126_toi_b9a_elicit_7.wav
bana bobilo balakusobana mulumbwa mponya omwe ulijisi kasobanwo ka ninga 	16	7486	Female	toi	221207-181110_toi_b9a_elicit_8.wav
musimbi uli a susu damfu lili mbuli muchila wa ngulube a ci bbeke cijisilini a ka po ka mukuba 	16	8439	Female	toi	221210-172122_toi_b9a_elicit_24.wav
na taakwe inkuni mulilo ulazima na taakwe sikuvwiya inkondo ilamana 	16	10368	Male	toi	220912-191425_toi_97d_elicit_13.wav
kumazuba akwalo cindi ncicona tanaakali kuiwiika milawo jaumulela oyu mubelesi 	16	10617	Female	toi	221228-184203_toi_b9a_elicit_1.wav
alimwi kuti ino wali kwaamba nzi coonse eeci walo caalama tanaakali kucibona kuti acisyanyina wali kumumenena 	16	13045	Female	toi	221228-105726_toi_b9a_elicit_20.wav
wakali kuya buzumbauzya kuti naa nguni unga wamuswaya ciindi cakumazuba 	16	8734	Female	toi	221228-162240_toi_b9a_elicit_45.wav
kusyoma kwabasikasampusampu kulanyonyooka mululami ulavunwa kumapenzi 	16	9937	Female	toi	221213-134611_toi_b9a_elicit_22.wav
mwaalumi uula bbanjo ujisi maikulofooni mujanza lyomwe alimwi katandabika janza limwi 	16	8621	Female	toi	221213-112914_toi_b9a_elicit_11.wav
mukaintu uusamide sikipa yamubala wanyanzabili ulanga muncini ubbola kumwi nkamu yabantu kayilangilizya 	16	12863	Female	toi	221205-142705_toi_b9a_elicit_33.wav
kuti bana mbaniini alimwi ndijisi imbelele atjombe zinyonsya na bazibingisya buzuba bomwe imbelele zyoonse zilafwa 	16	12137	Male	toi	221011-160540_toi_308_elicit_3.wav
mwaalumi abamakaintu bobilo basobana cisobano caacibboodi atabule lyacipulanga kumwi kabanywa bukoko 	16	8961	Female	toi	221230-121748_toi_b9a_elicit_32.wav
mwalumi usamide chisani ci siya a bulukwe bwa jiini ulaku gonka chisamu a tebule kuti amaninzye kuyaka mupanda wa zisamu ngwakatalika 	16	13181	Female	toi	221207-182835_toi_b9a_elicit_22.wav
mulukwakwa wans anda yokwa haatimba kwaka bbuka amulyango walukwakwa 	16	8031	Female	toi	221228-184203_toi_b9a_elicit_4.wav
nkaambo wakali kuyeeya kuti ambweni ulafwa alakwe mbubonya mbuli bakulana bakwe 	16	9937	Male	toi	221011-174142_toi_308_elicit_4.wav
bulowa mumutwe bwakali kwiile kweenda mbuli meenda aasiciduunta nkombo naakabona 	16	8280	Female	toi	221228-180049_toi_b9a_elicit_13.wav
kabunga kabantu bajisi myaaka yakuzyalwa yiindene indene balikkede mumbali amugwagwa kabalindila mumulaini 	16	10118	Female	toi	221205-151510_toi_b9a_elicit_7.wav
walo haatimba uya kuyanda kubuzyisya kuti naa nguni waamwaambila 	16	7350	Female	toi	221228-130305_toi_b9a_elicit_39.wav
nkwaampa ampe mwanaangu nzibe na ncobeni nduwe mwanaangu esau na pe 	16	5853	Female	toi	221230-113547_toi_b9a_elicit_30.wav
kandeke kasyonto kala uuluka mujulu kaka zuka busi 	16	5308	Female	toi	221213-094854_toi_b9a_elicit_9.wav
ambeyo kaambo aka ndaali kukayeeya lyoonse sunu nkabela wakaunka 	16	5218	Male	toi	220829-121443_toi_0ae_elicit_36.wav
mukaintu abana bobile baleenda atala tala lyamebeebe 	16	6465	Female	toi	221207-165029_toi_b9a_elicit_32.wav
mubwa uutuba uula zigamba zisiya siya ameso wabalika mumuunda wabwizu uuvumbwidwe amaluba 	16	9801	Female	toi	221212-145541_toi_b9a_elicit_8.wav
moota yamuzundano yamubala wacikambwe waselemuka kuzwa mumugwagwa akuuma zyakumoota cituba 	16	8780	Female	toi	221212-115841_toi_b9a_elicit_9.wav
mukaintu uukwetwe sicimwensyi uusamide sikipa ilamfwu maboko isubila ulalipenta penta kumeso acimbonimboni 	16	11026	Female	toi	221207-143547_toi_b9a_elicit_21.wav
mukaintu uusamide delesi lyamubala wacisombo ulikkede acuuno camubala usubila kumwi bbuku lilibikkidwe akwaanza kwa cuuno 	16	9097	Female	toi	221230-123721_toi_b9a_elicit_39.wav
kana kasankwa kala susu lipulungene ulikkede a cuuno ca cikambwe kajasi ca kusobanisya ku manza 	16	9211	Female	toi	221210-173239_toi_b9a_elicit_16.wav
mukwasyi utajisi n ganda usola kubamba cintuntuvwa kuzwa kutusamu alimwi acisamu mubusena muli syookwe 	16	10595	Female	toi	221212-131327_toi_b9a_elicit_28.wav
bamaalumi bobilo omwe kaimvwi mpoona omwi kakkwelede ancinga balabandika anze amayake 	16	7169	Female	toi	221207-145254_toi_b9a_elicit_1.wav
mwana musongo ulabotezya wisi pele muntu mufubafuba ulasampaula banyina 	16	6692	Female	toi	221214-080256_toi_b9a_elicit_1.wav
kabasaanyina nowa wakali kweenda a leza nkabela nowa wakazyala bana botatwe semu hamu a jafeti 	16	12773	Female	toi	220904-182522_toi_0ae_elicit_19.wav
nkamu yabantu banji bali mun ganda kabalanga bbola iituba impati ikunkulika 	16	5830	Female	toi	221212-095755_toi_b9a_elicit_1.wav
alimwi nguukuzyi kabotu omwanalumi mbopona 	16	3130	Male	toi	220829-113431_toi_0ae_elicit_3.wav
musankwa wasotooka kutegwa anywisye bbola mumutanga 	16	3267	Female	toi	221212-131327_toi_b9a_elicit_10.wav
bacibila tabali musyobo muyumu pele balayaka maanda aabo akati kamandomba 	16	11434	Male	toi	220916-171743_toi_97d_elicit_24.wav
taakalwinzinini amulomo 	16	2109	Female	toi	221205-183240_toi_ee8_elicit_31.wav
mwaalumi ulazuza asyoonto asyoonto mumugwagwa mpoona kwainda muntu uccovwa umwetamweta 	16	8212	Female	toi	221205-133657_toi_b9a_elicit_4.wav
uupenzya bacete kuti alivuzizye imbono ayooyo uupa bavubi ulasikilwa kubula buyo 	16	12546	Male	toi	220916-174104_toi_97d_elicit_25.wav
yo ulyoombookela balati uya kuboola nolilampa 	16	3335	Male	toi	220829-113431_toi_0ae_elicit_22.wav
nkukuti masyekeli aansiliva aali myanda yone mbubakali kupima basambazi 	16	9483	Female	toi	221228-201041_toi_b9a_elicit_50.wav
kuli bamakaintu bobilo omwe kasamide sikipa ituba abuluke busiya mpoonya umbi kasamide zyisani zyisiya koonse amabbusu asubila subila 	16	11184	Female	toi	221230-130419_toi_b9a_elicit_11.wav
naakatalika kulailila mutelampondo haamwaandwe kumwi kalanga acipepa cakali kulemba mweenzyina 	16	12954	Male	toi	220912-160501_toi_97d_elicit_45.wav
mubwa wamubala wamungunga waji amubwa wamubala usiya autuba balazuza mutombe 	16	6352	Female	toi	221230-122753_toi_b9a_elicit_11.wav
mbombede inkasaalo yakali kundikola isikati ampeyo masiku nkabela ng onzi zyakacija kumeso aangu 	16	11661	Male	toi	221011-123458_toi_308_elicit_18.wav
ulikunze lyakwe kabalingizya kumwi basamide zyisani zyacikambwe 	16	5603	Female	toi	221230-131936_toi_b9a_elicit_20.wav
basa inga kamutubula tobananyoko 	16	3403	Female	toi	221203-172224_toi_ee8_elicit_11.wav
kabunga kabana bauma bbola mumuunda kumwi kakuboneka azyiba kunze 	16	6307	Female	toi	221230-120719_toi_b9a_elicit_21.wav
tunji tunji ufwida kucizyalilo cakwe 	16	2314	Male	toi	220829-113431_toi_0ae_elicit_10.wav
muntu utakwe mwana koonse nkaabona nkakakwe alike 	16	3788	Male	toi	220824-212101_toi_0ae_elicit_33.wav
mbuli ikoma mbolizumuka mbwabede mutolo abulo bwakwe mutolo ulanjizya ijanza lyakwe mumbede 	16	17809	Male	toi	220912-191425_toi_97d_elicit_8.wav
kakuli mwaalumi umwi uujisi nzyeete yacikambwe ulabalanga kunze kwabo 	16	6080	Female	toi	221212-093944_toi_b9a_elicit_1.wav
bumwi buzuba umwi mwana wakanditukila munsaabanyina 	16	3380	Male	toi	220825-172540_toi_0ae_elicit_41.wav
abo bayuni bakujulu abanyama baansi aboonse mbomuli abo mubwaato banyama boonse 	16	11956	Female	toi	220904-190848_toi_0ae_elicit_36.wav
lino amukale kulindiswe nyika yoonse iyoomujalukila kuti mukale musambale mube ambono mulinjiyo 	16	15041	Male	toi	221011-160540_toi_308_elicit_24.wav
